tract_geoid,tract_name,county_name
24005421102,The tract 0.6 miles NW of the neighborhood of Turner Station,Baltimore County
24005421200,The neighborhood of Watersedge,Baltimore County
24005430101,The tract 0.5 miles NW of the village-center of Baltimore Highlands,Baltimore County
24005430104,The village-center of Baltimore Highlands,Baltimore County
24005430200,The village-center of Lansdowne,Baltimore County
24005430300,The tract 0.6 miles S of the village-center of Lansdowne,Baltimore County
24005430400,The suburb of Halethorpe,Baltimore County
24005430600,The village-center of Relay,Baltimore County
24005430700,The tract encompassing the neighborhoods of Huntsmoor South and River Chase,Baltimore County
24005430800,The town-center of Arbutus,Baltimore County
24005430900,The tract 0.6 miles SW of the neighborhood of Oaklee,Baltimore County
24005440100,The town-center of Parkville,Baltimore County
24005440200,The tract encompassing the neighborhoods of Fullerton Heights and Parktowne,Baltimore County
24005440300,The tract encompassing the neighborhoods of Apple Ridge and Evergreen,Baltimore County
24005440400,The town-center of Overlea,Baltimore County
24005440500,The neighborhood of Linhigh,Baltimore County
24005440600,The tract 0.9 miles SE of the neighborhood of Silver Hill Farm,Baltimore County
24005440701,"The tract encompassing the neighborhoods of Barrington, Fontana Village, Canterbury, Ross Ridge, and Deerbourne",Baltimore County
24005440702,"The tract encompassing the neighborhoods of Nottingham, Kings Court, The Apartments At Cambridge Court, Castle Creek, and Devonshire III at White Marsh",Baltimore County
24005440800,"The tract encompassing the neighborhoods of Putty Hill, Fullerton, and Eagle's Walk at White Marsh",Baltimore County
24005440900,The neighborhood of Golden Ring,Baltimore County
24005441000,"The tract encompassing the neighborhoods of Holland Hills, Garden Village Park, and Lutz Hill",Baltimore County
24005441101,"The tract encompassing the neighborhoods of High Point, Kenwood, and Kenwood Park",Baltimore County
24005441102,"The tract encompassing the neighborhoods of Hamiltowne, Weyburn Park, Bluegrass Heights, and Hillbrook",Baltimore County
24005450100,The town-center of Rosedale,Baltimore County
24005450200,"The tract encompassing the neighborhoods of Eastern Terrace, Back River Highlands, and Stemmers Run",Baltimore County
24005450300,The town-center of Essex,Baltimore County
24005450400,The tract 0.6 miles SE of the town-center of Essex,Baltimore County
24005450501,The tract encompassing the neighborhoods of Josenhans and Silver Manor,Baltimore County
24005450503,The tract encompassing the neighborhoods of Fox Ridge Manor and Essexshire Gate,Baltimore County
24005450504,"The tract encompassing the neighborhoods of Hartland Run, Mansfield Woods, Hartland Village, and Queens Purchase",Baltimore County
24005450800,"The tract encompassing the neighborhoods of Hopewell Pointe, Marine Oak Village, Renaissance Square, Evergreen at Renaissance Square, River Point, and Hilltop Park",Baltimore County
24005450900,"The tract encompassing the neighborhoods of Cape May Landing, Rockaway Beach, Cape May Beach, Turkey Point, Sue Creek Landing, Middleborough, Bauernschmidt Manor, Helena, Elk's Estates, and Recreation Grove",Baltimore County
24005451000,"The tract encompassing the neighborhoods of Cedar Beach, Wildwood Beach, Port Cherry Gardens Farm, Holly Beach, Porters Park, Eagle Nest, Evergreen Park, Island View Beach, and Breezy Point Beach",Baltimore County
24005451100,The neighborhood of Hyde Park,Baltimore County
24005451200,The town-center of Rossville,Baltimore County
24005451300,The neighborhood of Victory Villa,Baltimore County
24005451401,"The tract encompassing the neighborhoods of Glenmar Manor, Glenmar, Miramar Landing, and Commons at White Marsh",Baltimore County
24005451402,The town-center of Middle River,Baltimore County
24005451500,The neighborhood of Hawthorne,Baltimore County
24005451600,"The tract encompassing the neighborhoods of Wilson Point, Stansbury Forest, and Stansbury Manor",Baltimore County
24005451701,"The tract encompassing the neighborhoods of Bengies, Sleepy Hollow Mobile Home Park, Whitemarsh Estates, Poplar, Sterling Reserve, and Frank's Corner",Baltimore County
24005451702,"The tract encompassing the neighborhoods of West Twin River, Bird River Beach, Harewood Park, Chase, and Woods at Bay Country",Baltimore County
24005451801,"The tract encompassing the neighborhoods of Hopkins Point, Oliver Beach, Cunninghill Cove, and Harewood",Baltimore County
24005451802,The village-center of Bowleys Quarters,Baltimore County
24005451803,"The tract encompassing the neighborhoods of Carrollwood Manor, Carroll Island, Carrollwood, Seneca Park, and Seneca Bay Apartments",Baltimore County
24005451900,"The tract encompassing the neighborhoods of Fort Howard, Ramona Beach, and Swan Point",Baltimore County
24005452000,The village-center of Edgemere,Baltimore County
24005452100,"The tract encompassing the neighborhoods of Water View, Fitzell, Lodge Forest, and Chesapeake Terrace",Baltimore County
24005452300,The tract encompassing the neighborhoods of Defense Heights and Colgate,Baltimore County
24005452400,"The tract encompassing the neighborhoods of Bear Creek Junction, Lynnhurst, North Point, Beachwood, and Beachwood Estates",Baltimore County
24005452500,The village-center of North Point Village,Baltimore County
24005490100,The village-center of Hampton,Baltimore County
24005490200,The tract encompassing the neighborhoods of Devonshire Forest and Towsonvale,Baltimore County
24005490302,The tract 0.6 miles N of the neighborhood of Eudowood,Baltimore County
24005490303,The tract encompassing the neighborhoods of Orchard Hills and Kenilworth at Charles,Baltimore County
24005490304,The city-center of Towson,Baltimore County
24005490400,"The tract encompassing the neighborhoods of Bridleshire, Ruxton Hills, Roldrew, Ruxton Village, and Ellenham Park",Baltimore County
24005490500,The tract encompassing the village-centers of Riderwood and Ruxton,Baltimore County
24005490601,The tract encompassing the neighborhoods of Pinehurst and Rodgers Forge,Baltimore County
24005490602,The neighborhood of Yorkleigh,Baltimore County
24005490603,The neighborhood of Armagh,Baltimore County
24005490605,The neighborhood of Towson Place,Baltimore County
24005490701,"The neighborhood of Chestnut Hill, Baltimore County",Baltimore County
24005490703,"The tract encompassing the neighborhoods of Southland Hills, Burnbrae, and Marlywood",Baltimore County
24005490800,The tract encompassing the neighborhoods of Wiltondale and Knollwood Donnybrook,Baltimore County
24005490900,"The tract encompassing the neighborhoods of Eudowood, East Towson, and Towson Manor Village",Baltimore County
24005491000,The tract 0.6 miles SE of the neighborhood of Wiltondale,Baltimore County
24005491100,The tract 0.4 miles NE of the neighborhood of Lake Walker,Baltimore County
24005491201,The tract 0.5 miles NW of the neighborhood of Knettishall,Baltimore County
24005491202,The neighborhood of Knettishall,Baltimore County
24005491300,"The tract encompassing the neighborhoods of Fellowship Forest, Glendale, Glenmont, and TowsonTown Place",Baltimore County
24005491401,The tract encompassing the neighborhoods of Parkside Heights and Ashlar Hill,Baltimore County
24005491402,The neighborhood of Hillendale,Baltimore County
24005491500,"The tract encompassing the neighborhoods of Hillendale Park, Loch Raven Village, and Loch Raven Heights",Baltimore County
24005491600,The tract encompassing the neighborhoods of Ridgeleigh and Baynesville,Baltimore County
24005491701,The village-center of Oakleigh,Baltimore County
24005491900,The tract encompassing the neighborhoods of Woodcroft and Joppa Manor,Baltimore County
24005492001,The tract encompassing the neighborhoods of Oakleigh Manor and Hillendale Farms,Baltimore County
24005492002,The tract encompassing the neighborhoods of Parkville Heights and Perring Village,Baltimore County
24005492101,"The tract encompassing the neighborhoods of Kings Ridge, Villa Cresta, and Laureldale",Baltimore County
24005492102,The tract 0.4 miles SW of the neighborhood of Parkville Heights,Baltimore County
24005492200,"The tract encompassing the neighborhoods of Harford Hills, Knoll Acres, Hunting Lodge, Harford Farms, Cub Hills, and Revere Park",Baltimore County
24005492300,"The tract encompassing the neighborhoods of Middlesex, Waterview, and Kenwoods Choice",Baltimore County
24005492401,The tract 0.8 miles E of the community of Harrisonville,Baltimore County
24005492402,"The community of Deer Park, Baltimore County",Baltimore County
24005492500,The tract 0.9 miles S of the neighborhood of Paradise,Baltimore County
24005492600,"The tract encompassing the neighborhoods of Doncaster Village, Loch Raven, Pine Ridge, Cromwell Woods, Cub Hill Farms, and Harrington Manor",Baltimore County
24005492700,The suburb of Sparrows Point,Baltimore County
24005980100,The tract 0.4 miles E of the village-center of Baltimore Highlands,Baltimore County
24005980200,The tract 0.8 miles S of the suburb of Halethorpe,Baltimore County
24009860103,The town-center of Dunkirk,Calvert County 
24009860200,"The tract encompassing the neighborhoods of Tuckers Reach, Meadow Run Park, Persimmon Hills, Owings Station, MacDonald Farms, Calvert Manor, Mount Harmony Estates, Lord Calvert Hills, Century Estates, The Meadows, Cattertons Reach, Somerset, Academy Hill, and Pleasant Valley",Calvert County 
24009860300,The village-center of Owings,Calvert County 
24009860402,"The tract encompassing the neighborhoods of Dory Court, Old Bayside, Lake Karylbrook, and Brookside",Calvert County 
24009860403,The town-center of Chesapeake Beach,Calvert County 
24009860404,The town-center of North Beach,Calvert County 
24009860501,The neighborhood of Heather Knolls,Calvert County 
24009860502,The neighborhood of Bayview Manor Estates,Calvert County 
24009860600,"The tract encompassing the neighborhoods of Camelback, Lower Marlboro Meadow, Marlboro Hills, April Estates, and Sunshine Acres",Calvert County 
24009860701,"The tract encompassing the communities of Buena Vista Hills, Westfield Station, The Knolls, Quiet Meadows, Meadow Oaks, Buena Vista on the Patuxent, Cedar Beach, Hunters Ridge, Buckler Trailer Park, Buena Vista, Robshire Manor, and Cedar Point",Calvert County 
24009860702,The town-center of Prince Frederick,Calvert County 
24009860703,"The tract encompassing the communities of Fox Hill, Adelina, Pine Trailer Park, Barstow, Calvert Mobile Home Park, Goodwins, Follywoods, Woodridge, Honey Cove Estates, German Chapel Woods, Patuxent Woods, Burch, Bowens, Leming, Valley Lee, Anchorage Park Mobile Home Park, Patuxent View, Welland at Barstow, and Chapel Hill",Calvert County 
24009860801,"The tract encompassing the communities of Chippingwood, Halls Hacienda, Cape Leonard, Hellen, Wallville Acres, Wells Cove, Ross Woods, Emerald Cove, Blue Dolphin Estates, Island Creek, Long Cove Estates, Mutual Estates, Briscoe, Olde Mill, Mutual Consent, Nostalgia, Harbor Hills, Wallville, Matapeake, Hillside Manor, Lancaster Hill, Another Place, Mackall Estates, Williams Wharf, Home Place, Cypress Knolls, Parker Wharf, Mackall, Broomes Island, Mutual, and Forest Glade",Calvert County 
24009860901,The town-center of Solomons,Calvert County 
24009860902,The neighborhood of Preston Point,Calvert County 
24009861003,The tract encompassing the village-centers of Chesapeake Ranch Estates and Drum Point,Calvert County 
24009861004,The tract encompassing the neighborhoods of Chesapeake Cove Estates and Driftwood Beach,Calvert County 
24009861100,"The tract encompassing the village-centers of Long Beach, Calvert Beach, and Saint Leonard",Calvert County 
24009990100,The tract 3.6 miles E of the community of Kenwood Beach,Calvert County 
24011955000,"The tract encompassing the village-centers of Goldsboro, Henderson, and Marydel",Caroline County
24011955100,The village-center of Greensboro,Caroline County
24011955201,The village-center of Ridgely,Caroline County
24011955202,The village-center of Hillsboro,Caroline County
24011955301,The village-center of Williston,Caroline County
24011955302,The town-center of Denton,Caroline County
24011955400,"The tract encompassing the communities of Bureau, American Corner, New Hope, Smithville, Two Johns Estates, Bloomery, Woodenhawk Pines, Grove, Concord, Federalsburg Estates, and Gilpin Point",Caroline County
24011955500,The village-center of Preston,Caroline County
24011955600,The town-center of Federalsburg,Caroline County
24013501001,The town-center of Taneytown,Carroll County
24013501002,"The tract encompassing the communities of Ottersdale, Hyser Estates, Longville, Green Meadows, Herring Estates, Copperville, Ruthed Estates, Wheatfields, Harney, Fairground Village, Greenland Manor, Longs Mountain View, Walnut Grove, Trevanion Terrace, Brown Heights, Brownsville, Cunningham Acres, and Rising Sun",Carroll County
24013502000,"The tract encompassing the communities of Jessie Anne Estates, Frizzellburg, Daisy Ridge, Sunset Vista, Bear Run, Clear Ridge, Silver Run Estates, Key Heights, Huckleberry Bottom, Whistling Ridge Estates, Panorama Estates, Locust Neck Heights, Bark Hill, The Meadows, Tyrone Acres, Little Acres, Allandale, Liebno Estates, Mill Brothers Hills, Keyview, Tyrone, Larox Miracle Land, Trevanion, Fairview Acres, Mayberry Ridge, Pleasant Dale, Uniontown, Otterdale Mill, Richardson Ridge, Runnymeade Summit, Mayberry, Joseph Meadows, Myers Acres, Union Hills, and Tri-Woods",Carroll County
24013503000,"The tract encompassing the communities of Colonial Hills, Deep Run, Cherrytown, Arters Mill Estates, Humbert Schoolhouse Estates, Greenfield, Hideaway Estates, Silver Hills, Union Mills, Grand Valley Acres, Twin Lakes, Cambridge Estates, Babylon Heights, Silver Run, Blacks Corner, Hoot'N Hollow, Bixler Valley Estates, Shour Valley, Hidden Oaks, Mich-Trace Estates, Hahns Mill, Mount Pleasant, Pineridge Farms, Arters Mill, Linden Estates, and Pipe Creek Mill",Carroll County
24013504100,"The tract encompassing the neighborhoods of Zipprian Estates, Fenwood Heights, Laura Lee Estates, Southglenn Farms, Clydesdale Acres, Harper Estates, Lawndale, Berrywood Village, Twin Knolls, and Brookshire",Carroll County
24013504201,"The tract encompassing the neighborhoods of Starview Estates, Eastview Estates, and Deer Park Estates",Carroll County
24013504202,"The tract encompassing the neighborhoods of Grassmere Estates, Gill Estates, Christiana Estates, and Sumor Estates",Carroll County
24013505101,"The tract encompassing the communities of Old Home Estates, Hammonds Estates, Johnsville, Collins Estates, Strawbridge Estates, Carroll Square, and Cherry Corner",Carroll County
24013505102,The tract encompassing the neighborhoods of Sherlock Holmes Estates and Piney Valley Estates,Carroll County
24013505203,The town-center of Eldersburg,Carroll County
24013505205,The tract encompassing the neighborhoods of Clipper Hill Estates and Arrington Estates,Carroll County
24013505206,The locality of Henryton,Carroll County
24013505207,"The tract encompassing the communities of Grand View, Waters Edge, Freedom, and Flohrville",Carroll County
24013505208,The village-center of Sykesville,Carroll County
24013506101,The neighborhood of Fridinger Estates,Carroll County
24013506102,"The tract encompassing the neighborhoods of Ross Run Estates, Dayspring Estates, Cascade Estates, and Country Life Estates",Carroll County
24013506200,The town-center of Manchester,Carroll County
24013507500,"The tract encompassing the communities of Catoctin View, Carrollyn Manor, Shoemakers Lot, Pinch Valley Estates, Wedgewood Terrace, Kalten Acres, Breezewood Estates, View West Acres, and Pleasant Valley",Carroll County
24013507601,The city-center of Westminster,Carroll County
24013507602,"The tract encompassing the communities of Chazdale North, Hillside, Mountain Lake View, Mexico, Tannery, Hickory Ridge Farms, Pine Knoll, Carroll Meadows, and Velvet Run",Carroll County
24013507702,"The tract encompassing the communities of Blue Ridge View, Belle Grove Square, Avondale, The Hermitage, Omar Acres, Chapel Heights, Snowdens Manor, Somerset, Rolling Ridge, Marbeth Hill, Canterbury, Parrs Ridge, Warfieldsburg, Michaels Ridge, and Avondale Acres",Carroll County
24013507703,"The tract encompassing the communities of Wakefield Valley, Chadwick Court, Wagners Mill, Avondale Run, Rockland Estates, Avondale Ridge, Carroll Lutheran Village, and The Fairways at Wakefield",Carroll County
24013507704,"The tract encompassing the communities of Roop Mill, Furnace Hills, Whispering Meadows, Fountain Valley, and Amanda Hills",Carroll County
24013507801,"The tract encompassing the communities of Alto Vista, Spring Mills, Washington Court, Washington Heights, and Middle Brooke",Carroll County
24013507802,"The tract encompassing the communities of Covilla, Maple View, Mountain View, Glover Acres, Walnut Ridge, Buckingham View, Forest Hills, Fenby, Shipley, Fairfield, Harrington, Campus Heights, Maple Crest, and Topkapi",Carroll County
24013508103,"The tract encompassing the neighborhoods of Rolling Falls Estates, Gross Mill Estates, England Estates, and Hi-View Estates",Carroll County
24013508200,The town-center of Hampstead,Carroll County
24013509001,The village-center of Weldon,Carroll County
24013509002,"The tract encompassing the neighborhoods of Braddock Estates, New Horizons, Valley Hill Farms, Eagle Wood Estates, Dotsons Ridge, Carroll Woods Estates, McHenry Meadows, Gasnell Estates, Timber Ridge, Timbermead, Mountain Vista, Belmar Estates, Fleming Way Estates, Gillis Falls Estates, and Cumorah Estates",Carroll County
24013510000,"The tract encompassing the communities of Middleburg, Crouse Mill, Keysville, Simpsons Mill, Detour, Walden Farms, Keymar, Dinterman, Carroll View, Feesersburg, and Bruceville",Carroll County
24013511000,The tract encompassing the village-centers of New Windsor and Marston,Carroll County
24013512000,The village-center of Union Bridge,Carroll County
24013513001,The town-center of Mount Airy,Carroll County
24013513002,"The tract encompassing the neighborhoods of Parrsville, Dales Delight, Atkins Acres, Watersville Acres, Ridgewood Estates, Nottingham, Hickory Hill, Gilboa, Flowerwood Estates, Hampton Knolls, Bennett Manor, and Chases Forest",Carroll County
24013514100,"The tract encompassing the communities of Buckingham Manor, Olde Washington Valley, Montclare, Elbeekay Farms, Maple Haven, Benders Heights, Yellow Pine Estates, Gist, Linton Springs, Bar-Klee Estates, Ski Acres, Sunset Hill, Presidential Park, Carroll Park, Airport Acres, Heritage, Klees Mill Terrace, Wilson Terrace, Irongate, Parkside, and Knollers Woods",Carroll County
24013514201,The village-center of Woodbine,Carroll County
24013514202,"The tract encompassing the communities of White Rock, Carmae Acres, Emerald Valley, Shawns Landing, Brass Eagle Estates, Piney Run Estates, Gaither, Dorsey Hill, Hoods Mill, Gaither Heights, Monks Misery, Daisy Meadows, Quail Creek Acres, Gaither Manor, Wild Lake Estates, Bloomfield Manor, Dogwood Estates, and Rolling Hills",Carroll County
24015030100,The village-center of Cecilton,Cecil County
24015030200,The tract encompassing the village-centers of North Chesapeake City and Chesapeake City,Cecil County
24015030400,The town-center of Elkton,Cecil County
24015030501,"The tract encompassing the communities of Molitor Estates, Cedar Hill, Singerly, Andora Acres, Pawnee Lake Hills, Pleasant Hill, Everbreeze, Leeds, Cherry Wood, Academy Hills, Hidden Acres, Wedgewood Hills, Providence, El Paco Farms, Childs, Union Valley, Manchester Park, Winchester, and Chippendale",Cecil County
24015030503,"The tract encompassing the communities of Gilpin Manor, Gilpin Farms, Chesapeake Cove, Marley Village, Forest Green Court, Elk Haven, Colonial Acres, Meadowview, and Iron Hill",Cecil County
24015030505,"The tract encompassing the communities of Heritage Valley, White Hall, North Gate, Holly Hall Terrace, Eastwood Estates, Oddessy, and Elkwood Estates",Cecil County
24015030507,The tract encompassing the communities of Turn Quist and Patriot's Glen,Cecil County
24015030508,"The tract encompassing the communities of Washington Woods, Normira Heights, Delancy Village, Thomson Estates, Heritage Woods, Glen Mary Heights, and Buckhill Farms",Cecil County
24015030601,"The tract encompassing the communities of Andora, Blake, Ponds Edge, Brewster Heights, Foxchase Manor, Fair Hill Meadows, Fair Hill, Highpoint, Boomdecker, Appleton Acres, Surrey Ridge, Elk Mills, The Estates of Wyn Lea, Boot Hill, Cherry Hill, Old Line Village of Fair Hill, Foxcatcher at Fair Hill, Kenmore, Blueball, Cecil Manor, Wyn Lea at Fair Hill, Northminster at Fair Hill, and Middlecroft",Cecil County
24015030602,"The tract encompassing the communities of Appleton Glen, Grand Meadows, Appleton, Oakridge, Cowentown, Newark, Tara, Glen Farms, West Creek Village, Glen Kyle, Thabar, Glen Westover, Barksdale, Barksdale Farms, The Highlands, Greenridge, Hillcrest, Meadowview Park, and Winding Brook Village",Cecil County
24015030700,"The tract encompassing the communities of Lombard, Farmcrest, Westminister, Zion, Fairfields, Pearl Estates, Greenhurst, Beulah Land, Bay View, Zion Acres, Lombard Acres, Blue Ball Village, Edgewood Hills, Tailwinds Estates, Chantilly Manor, Calvert Acres, Shah Valley, Calvert, and Hillview Estates",Cecil County
24015030903,The village-center of North East,Cecil County
24015030904,"The tract encompassing the communities of La Plaine Estates, Red Point, Elk River Estates, Saint Johns Vista, Oldfield Acres, Quails Nest, Mariners Cove, Pembray, Joy Haven, Northeast Heights, Arundel, Elkmore, Woodcrest Shores, Wilwon Woods, Green Haven, Laurel Chase Manor, Elk Neck, Saint Johns Manor, Hance Point Estates, Villages of Elk Neck, Pine Hills, De La Plaine Manor, Old Field Point, and Elk Ranch Park",Cecil County
24015030905,"The tract encompassing the communities of Sunset Knoll, Theodore, Jackson Mill Farms, Principio, Proctors Seat, Sweet Grass Meadow, and Stony Chase Court",Cecil County
24015030907,The village-center of Charlestown,Cecil County
24015030908,"The tract encompassing the communities of Indian Falls, Timberbrook, Lakeside Park South, Prestige Village, Mechanic Valley, North East Park, Leslie, Lum Estates, Eder, and Belvedere",Cecil County
24015031201,The village-center of Port Deposit,Cecil County
24015031202,The village-center of Perryville,Cecil County
24015031301,"The tract encompassing the communities of Greenfield Acres, Mount Pleasant View, Colony Acres, Barnes Corner, Rowlandsville Heights, West Nottingham, Liberty Grove, Principio Heights, Cathers Corner, Country Acres, Hillview Farms, Colora, Mount Pleasant Acres, Farmington, Hopewell Manor, Chelsea of Nottingham, Winchester Village, New Valley, Clearview, Pleasant View, and Curtis Acres",Cecil County
24015031302,The village-center of Rising Sun,Cecil County
24015031400,"The tract encompassing the communities of Mount Zoar, Topeka East, Conowingo Mobile Home Park, Conowingo Manor, Whispering Pines, Octararo Lakes, Kilby Corner, Pilot, Red Hill Acres, Susquehanna Hills, Red Hill Estates, Oakwood, Poplar Grove, and Rock Springs",Cecil County
24017850101,"The tract encompassing the communities of Pomonkey Landing, Strawberry Hills Estates, North Indian Head Estates, McGhiesport, South Hampton Village, Fenwick, and Fenwick Shores",Charles County
24017850102,The village-center of Bryans Road,Charles County
24017850201,The neighborhood of Riverview Village,Charles County
24017850202,The town-center of Indian Head,Charles County
24017850300,The village-center of Marbury,Charles County
24017850400,"The tract encompassing the neighborhoods of Smallwood Estates, Green Manor Estates, and Liverpool Wharf",Charles County
24017850500,"The tract encompassing the communities of Welcome Acres, Port Tobacco Riviera, Cedar Grove, Garden Estates, Simms Landing, Brentland, Graystone Estates, Penn Manor, Ironsides, Port Tobacco Lakes, Ellerslie Heights, Hill Top, Montaine, Compton, Melody Acres, Mount Pisgah, McConchie, and Port Tobacco Hills",Charles County
24017850600,The tract encompassing the neighborhoods of Jones View and Hunters Brooke,Charles County
24017850706,"The tract encompassing the communities of Bel Air Acres, Ashford Oaks, Constitution Hills, Berry, Sun Valley Estates, and Millbrook",Charles County
24017850708,"The tract encompassing the neighborhoods of Springhaven, Springhaven Woods, Ballentrae, and Wexford Village",Charles County
24017850709,"The tract encompassing the neighborhoods of Acton Village, Lynnbrook, Holly Tree Park, Holly Station, Marbella, Northwood, Delight, Stanford, and Stonewell",Charles County
24017850710,The tract encompassing the communities of Hampshire and McDaniel Country Estates,Charles County
24017850711,"The tract encompassing the communities of Westlake Village, Lakeside Mews, and Lancaster",Charles County
24017850712,The village-center of Pomfret,Charles County
24017850713,The town-center of Bennsville,Charles County
24017850801,"The tract encompassing the neighborhoods of Mattawoman Estates, Country Club South, and Pinefield",Charles County
24017850802,The city-center of Waldorf,Charles County
24017850901,The community of Huntington Townhouses,Charles County
24017850902,The neighborhood of Carrington,Charles County
24017850904,The neighborhood of Charles County Gardens,Charles County
24017850905,The community of Lakewood Estates,Charles County
24017850906,The suburb of Saint Charles,Charles County
24017851001,"The tract encompassing the communities of Quailwood, Jennie Run Estates, Mount Carmel, Hawthorne, Mount Carmel Estates, Morgans Ridge, Valley View, Haldane, and Mount Carmel Woods",Charles County
24017851003,"The tract encompassing the communities of Newtown, Rogers Mill, Radcliffe Estates, Kings Grant, Clarks Run, Roosevelt Heights, Wood Haven Park, Spring Oak Estates, Oakland Estates, Mariellen Park, Newtown Estates, and Ellenwood",Charles County
24017851004,The town-center of La Plata,Charles County
24017851100,The village-center of Port Tobacco Village,Charles County
24017851200,The tract encompassing the village-centers of Rock Point and Cobb Island,Charles County
24017851301,"The tract encompassing the neighborhoods of Carrico Mill Estates, Oak Estates, Arborview, and Dubois Park",Charles County
24017851302,The village-center of Bryantown,Charles County
24017851401,"The tract encompassing the communities of Bowen Estates, Sylvanhurst, Gallant Green Woods, Three Brothers, Masons, Woodridge Acres, Hidden Valley, and Green Spring",Charles County
24017851402,The tract encompassing the village-centers of Benedict and Hughesville,Charles County
24017851403,"The tract encompassing the neighborhoods of Forest Estates, Forest Glen Estates, and Coachman's Path Housing Development",Charles County
24017851501,The tract encompassing the communities of Dorchester and Beantown,Charles County
24017851502,"The tract encompassing the communities of Middletown, Deerwood, Hope Acres, Oakwood, and Capitol Estates",Charles County
24017990000,The tract 1.6 miles NW of the locality of Hooes,Charles County
24019970100,The village-center of Vienna,Dorchester County
24019970200,The village-center of Hurlock,Dorchester County
24019970300,The tract encompassing the village-centers of Secretary and East New Market,Dorchester County
24019970400,The town-center of Cambridge,Dorchester County
24019970500,The tract 0.4 miles S of the community of Lovers Lane,Dorchester County
24019970600,The community of Patamoke Village,Dorchester County
24019970702,"The tract encompassing the communities of Paw Paw Acres, Christs Rock, Garden Estates, Lovers Lane, Jacktown, Cardtown, Ross Acres, Dailsville, Hudson Creek, Thomas, Lodgecliff, Wrights, Sandy Acres, Algonquin, Town Point Estates, Hills Point, Kilmaurie, Cedar Woods, Seawilde, Lloyds, Riverton, Green Cove, Cornersville, Brannock Cove, Treeland, Brelsmir Haven, James, Point of View, Dorchester Mobile Home Village, Seaview, Thompson, Handly Mobile Home Park, Hudson, Seabreeze, Paw Paw Point, Castle Haven, and Whiteley",Dorchester County
24019970804,"The tract encompassing the village-centers of Fishing Creek, Woolford, Smithville, Honga, Church Creek, Hoopersville, Madison, and Taylors Island",Dorchester County
24019970900,The village-center of Elliott,Dorchester County
24019990000,The tract 1.6 miles W of the village-center of Honga,Dorchester County
24021740200,The village-center of Walkersville,Frederick County
24021750100,The tract 0.4 miles NE of the city-center of Frederick,Frederick County
24021750200,The city-center of Frederick,Frederick County
24021750300,The tract 0.4 miles SW of the city-center of Frederick,Frederick County
24021750504,The tract 0.5 miles E of the neighborhood of Hawthorn Square,Frederick County
24021750505,The neighborhood of Linden Hills,Frederick County
24021750506,The tract encompassing the localities of Braddock and Fuller,Frederick County
24021750507,The tract encompassing the neighborhoods of Stonegate Farms and Woodlawn Village,Frederick County
24021750508,The tract encompassing the neighborhoods of Hawthorn Square and Willowcrest Gardens,Frederick County
24021750600,The quarter of Rosedale,Frederick County
24021750701,The tract encompassing the neighborhoods of Arrowhead and Bartlett Heights,Frederick County
24021750702,The neighborhood of Villa Estates,Frederick County
24021750801,The neighborhood of Spring Valley,Frederick County
24021750802,The tract encompassing the neighborhoods of Tuscarora Knolls and Harmony Grove,Frederick County
24021750804,The tract 0.5 miles S of the neighborhood of Fredericktowne Village,Frederick County
24021750805,The neighborhood of Fredericktowne Village,Frederick County
24021751001,The tract 0.6 miles NW of the town-center of Ballenger Creek,Frederick County
24021751002,The neighborhood of Crestwood Village,Frederick County
24021751003,"The tract encompassing the neighborhoods of Frederick Villas, Hillmark, Foxcroft, Mountain Village, and Windy Hill",Frederick County
24021751004,"The tract encompassing the neighborhoods of Stoney Creek Farms, Hillside Estates, Valley View, Wye Creek, Make Shift Estates, Ballenger Creek Meadows, and Brentwood",Frederick County
24021751201,"The tract encompassing the neighborhoods of West Hills, Cloverview, Clover Hill, Cloverdale, and Indian Springs",Frederick County
24021751202,"The tract encompassing the neighborhoods of Rocky Springs, Warfield, Whittier, and Cherry Hill",Frederick County
24021751203,"The tract encompassing the neighborhoods of Shookstown, Howards Retreat, Overbrook, Akers Acres, Shookstown Heights, Edgewood View, Mountain View, San-Di-Gan, Edgewood, and Deer Ridge",Frederick County
24021751301,"The tract encompassing the neighborhoods of Bootjack Springs Estates, Eyler Springs, and Aynsley",Frederick County
24021751302,"The tract encompassing the neighborhoods of Baugher Woods, Ziegler Estates, Mills Manor, Lewisdale Estates, Sandy Run Estates, and Mount Prospect Estates",Frederick County
24021751600,The tract encompassing the village-centers of Sams Creek and New Midway,Frederick County
24021751701,The neighborhood of Daysville Acres,Frederick County
24021751702,The village-center of Libertytown,Frederick County
24021751801,The village-center of New Market,Frederick County
24021751802,"The tract encompassing the neighborhoods of Catoctin View, Sherwood Forest, and Mount Airy Estates",Frederick County
24021751902,The village-center of Spring Ridge,Frederick County
24021751903,The village-center of Monrovia,Frederick County
24021751904,The village-center of Bartonsville,Frederick County
24021751905,The village-center of Linganore,Frederick County
24021751906,"The tract encompassing the neighborhoods of Woodsworth Estates, Yeager, Longview, and Boyer Mill Heights",Frederick County
24021752001,"The tract encompassing the neighborhoods of Village of Tall Oaks, Mount Airy Village West, and Rising Ridge",Frederick County
24021752101,The suburb of Green Valley,Frederick County
